COSING Ref No;INCI name;Function
31485;2-AMINO-3-HIDROXIPIRIDINA;TINTURA DE CABELO
31486;2-AMINO-3-NITROFENOL;TINTURA DE CABELO
54191;2-AMINO-4,5-DIMETILTIAZOL HBR;CONDICIONAMENTO DA PELE
31487;2-AMINO-4-HIDROXIETILAMINOANISOL;TINTURA DE CABELO
31488;SULFATO DE 2-AMINO-4-HIDROXIETILAMINOANISOL;TINTURA DE CABELO
84490;2-AMINO-4-NITROFENOL;TINTURA DE CABELO
54192;2-AMINO-4-NITROFENOL SULFATO;TINTURA DE CABELO
83518;2-AMINO-5-ETILFENOL HCL;TINTURA DE CABELO
54193;2-AMINO-5-NITROFENOL;TINTURA DE CABELO
31489;2-AMINO-6-CLORO-4-NITROFENOL;TINTURA DE CABELO
74075;2-AMINOBUTANOL;BUFFER
31491;2-AMINOMETIL-P-AMINOFENOL HCL;TINTURA DE CABELO
83041;2-BENZILHEPTANOL;FRAGRÂNCIA, PERFUMARIA
31492;2-BROMO-2-NITROPROPANO-1,3-DIOL;CONSERVANTE
98025;2-CAPRILOIL CAPRILOIL METIL ALANINATO;ANTI-SEBO, CONDICIONADOR CAPILAR, CONDICIONADOR DA PELE, CONDICIONADOR DA PELE - EMOLIENTE, PROTETOR DA PELE
39281;2-CARENILMETILCETONA;PERFUMAÇÃO
31493;2-CLORO-5-NITRO-N-HIDROXIETIL-P-FENILENEDIAMINA;TINTURA DE CABELO
31494;2-CLORO-6-ETILAMINO-4-NITROFENOL;TINTURA DE CABELO
31495;2-CLORO-P-FENILENEDIAMINA;TINTURA DE CABELO
74079;2-CLORO-P-FENILENEDIAMINA SULFATO;TINTURA DE CABELO
98019;2-CIANOMETIL BENZIMIDAZOL;TINTURA DE CABELO
39432;2-CICLOHEXENIL CICLOHEXANONA;PERFUMAÇÃO
88284;2-CICLOHEXILETIL ACETATO;AROMATIZANTE, FRAGRÂNCIA
39505;2-DECENAL;PERFUMAÇÃO
39506;2-DECENOL;PERFUMAÇÃO
39595;2-DIMETILBICICLOHEPTO-2-ILIDENO ETANOL;PERFUMAÇÃO
39614;2-DIMETILCICLOHEXENIL-5-METIL-5-METILPROPIL-1,3-DIOXANO;PERFUMAÇÃO
39799;2-DODECENAL;PERFUMAÇÃO
39802;2-DODECENOL;PERFUMAÇÃO
39820;2-ETOXI-2,6,6-TRIMETIL-9-METILENOBICICLOCLO[3.3.1]NONANO;PERFUMAÇÃO
39934;2-ETIL-1,3,3-TRIMETILBICICLOCLO[2.2.1]HEPTAN-2-OL;PERFUMAÇÃO
39895;2-ETIL-2-(3-METILBUT-2-ENIL)HEX-3-ENOL;PERFUMAÇÃO
87456;2-ETIL-3,(5 OU 6)-DIMETILPIRAZINA;PERFUMAÇÃO
39857;2-ETIL-3,5-DIMETILPIRAZINA;PERFUMAÇÃO
39902;2-ETIL-3-METILPIRAZINA;PERFUMAÇÃO
39879;2-ETIL-4-HIDROXI-5-METILFURANO-3(2H)-ONA;PERFUMAÇÃO
39893;2-ETIL-5-METÓXI-BICICLOHEPTANO;PERFUMAÇÃO
39832;2-ETILBUTANOL;PERFUMAÇÃO
39833;2-ETILBUTIL CICLOPENT-1-ENEACETATO;PERFUMAÇÃO
39834;2-ETILBUTIL CICLOPENT-2-ENEACETATO;PERFUMAÇÃO
39837;ÁCIDO 2-ETILBUTÍRICO;PERFUMAÇÃO
95937;2-ETIL-HEXANOL;NÃO RELATADO
93646;2-ETIL-HEXILAL;SOLVENTE
39884;2-ETILIDENODECANAL;PERFUMAÇÃO
39914;2-ETILPENTIL-1,3-DIOXOLANO;PERFUMAÇÃO
40006;2-FURANCARBALDEÍDO/HEPTANAL HIDROGENADO;PERFUMAÇÃO
40008;2-FURFURILENOOCTANAL;PERFUMAÇÃO
40013;2-FURYL METIL CETONA;PERFUMAÇÃO
40012;2-FURILMETANETIOL;PERFUMAÇÃO
40122;2-HEPTANOL;PERFUMAÇÃO
31497;2-HEPTILCICLOPENTANONA;FRAGRÂNCIA, PERFUMARIA
40131;2-HEPTILFURANO;PERFUMAÇÃO
40132;2-HEPTILIDENOCICLOPENTANONA;PERFUMAÇÃO
40184;2-HEXANOL;PERFUMAÇÃO
40189;2-HEXENOL;PERFUMAÇÃO
40237;2-HEXIL-1,3-DIOXANOL;PERFUMAÇÃO
40238;2-HEXIL-1,3-DIOXOLANO;PERFUMAÇÃO
40239;2-HEXIL-1,3-DIOXOLANO-4-METANOL;PERFUMAÇÃO
40243;2-HEXILIDENOCICLOHEXAN-1-ONA;PERFUMAÇÃO
41310;2-HEXILIDENOCICLOPENTANONA;PERFUMAÇÃO
98721;2-HEXILOXI-P-FENILENEDIAMINA HCL;TINTURA DE CABELO
98723;2-HEXILOXICARBONIL-P-FENILENEDIAMINA HCL;TINTURA DE CABELO
95264;2-HIDROXIETIL ACRILATO;FORMAÇÃO DE FILME
31498;ÁCIDO PICRÁMICO 2-HIDROXIETIL;TINTURA DE CABELO
31499;2-HIDROXIETILAMINO-5-NITROANISOL;TINTURA DE CABELO
95617;2-HIDROXIPROPILA ACRILATO;FORMAÇÃO DE FILME
96518;2-HIDROXIPROPILCARBAMATO AMODIMETICONE;CONDICIONAMENTO CAPILAR
40350;2-ISOBUTILQUINOLINA;PERFUMAÇÃO
39677;2-ISOPENTENAL;PERFUMAÇÃO
39682;2-ISOPENTENIL FENÉTIL ÉTER;PERFUMAÇÃO
39683;SALICILATO DE 2-ISOPENTENILA;PERFUMAÇÃO
39706;2-ISOPROPIL-4-METILANISOL;PERFUMAÇÃO
39707;2-ISOPROPIL-5-METILANISOL;PERFUMAÇÃO
39395;2-M-CRESILETANOL;PERFUMAÇÃO
40055;2-MELOZOL ACETATO;PERFUMAÇÃO
40059;FORMATO DE 2-MELOZOL;PERFUMAÇÃO
40427;2-METOXI-3-METILPIRAZINA;PERFUMAÇÃO
40424;2-METÓXI-4-METÓXIMETIL-FENOL;PERFUMAÇÃO
40413;2-METÓXI-P-CRESOL;PERFUMAÇÃO
84968;2-METÓXI-P-FENILENEDIAMINA SULFATO;TINTURA DE CABELO
41698;2-METOXIMETIL-P-AMINOFENOL HCL;TINTURA DE CABELO
98564;2-METOXIMETIL-P-FENILENEDIAMINA;TINTURA DE CABELO
86015;2-METOXIMETIL-P-FENILENEDIAMINA SULFATO;TINTURA DE CABELO
40428;2-METOXIFENOL/2,2-DIMETIL-3-METILENOBICICLOHEPTANO HIDROGENADO;PERFUMAÇÃO
87226;2-METIL 5-CICLOHEXILPENTANOL;DESODORANTE, CONDICIONADOR DA PELE, PROTETOR DA PELE
83042;2-METIL 5-FENILPENTANOL;FRAGRÂNCIA
40671;2-METIL-1,5-DIOXASPIROUNDECANO;PERFUMAÇÃO
31500;2-METIL-1-NAFTOL;TINTURA DE CABELO
40456;2-METIL-2-BUTENOL;PERFUMAÇÃO
40746;2-METIL-2-OCTANOL;PERFUMAÇÃO
40813;2-METIL-3-(1,7,7-TRIMETILBICICLOHEPTO-2-ILOXI)-PROPANOL;PERFUMAÇÃO
40457;2-METIL-3-BUTEN-2-OL;PERFUMAÇÃO
40758;2-METIL-3-OXOPROPOXI-PIRAN-4-ONA;PERFUMAÇÃO
40469;2-METIL-3-P-CRESIL-PROPIONALDEÍDO;PERFUMAÇÃO
40822;2-METIL-4-(2,2,3-TRIMETIL-3-CICLOPENTENIL)-2-BUTEN-1-OL;PERFUMAÇÃO
40816;2-METIL-4-(2,6,6-TRIMETIL-1-CICLOHEXENIL)-2-BUTENAL;PERFUMAÇÃO
40817;2-METIL-4-(2,6,6-TRIMETIL-2-CICLOHEXENIL)-2-BUTENAL;PERFUMAÇÃO
40818;2-METIL-4-(2,6,6-TRIMETIL-2-CICLOHEXENIL)-3-BUTENAL;PERFUMAÇÃO
74084;2-METIL-4-HIDROXIPIRROLIDINA;CONDICIONAMENTO DA PELE - DIVERSOS
31502;2-METIL-5-HIDROXIETILAMINOFENOL;TINTURA DE CABELO
40730;2-METIL-5-METILVINIL-CICLOHEXANOL;PERFUMAÇÃO
40449;2-METILBENZOXAZOL;PERFUMAÇÃO
40454;2-METILBUTANO-2-TIOL;PERFUMAÇÃO
40455;2-METILBUTANOL;PERFUMAÇÃO
40459;2-METILBUTIL BUTIRATO;PERFUMAÇÃO
40460;ISOVALERATO DE 2-METILBUTILA;PERFUMAÇÃO
40461;2-METILBUTIRALDEÍDO;PERFUMAÇÃO
40463;ÁCIDO 2-METILBUTÍRICO;PERFUMAÇÃO
40672;2-METILDODECANAL;PERFUMAÇÃO
40680;2-METILFURANO-3-TIOL;PERFUMAÇÃO
40733;2-METILNAFTALENO;PERFUMAÇÃO
40763;ÁCIDO 2-METILPENT-2-ENÓICO;PERFUMAÇÃO
40768;2-METILPENT-2-ENIL ACETATO;PERFUMAÇÃO
40764;ÁCIDO 2-METILPENT-3-ENÓICO;PERFUMAÇÃO
40773;2-METILPENTIL 2-METILVALERATO;PERFUMAÇÃO
54198;2-METILPROPANAL;CONDICIONAMENTO DE UNHAS, PERFUMAÇÃO
40796;2-METILPROPANOL;PERFUMAÇÃO
40803;2-METILPROPIL-1-VINILCICLOHEXIL ACETATO;PERFUMAÇÃO
31503;2-METILRESORCINOL;TINTURA DE CABELO
40829;2-METILUNDECANOL;PERFUMAÇÃO
84486;2-NAFTOL;TINTURA DE CABELO, PERFUMARIA
31504;2-NITRO-5-GLICERIL METILANILINA;TINTURA DE CABELO
31505;2-NITRO-N-HIDROXIETIL-P-ANISIDINA;TINTURA DE CABELO
31506;2-NITRO-P-FENILENEDIAMINA;TINTURA DE CABELO
31507;2-NITRO-P-FENILENEDIAMINA DIHIDROCLORIDRATO;TINTURA DE CABELO
85007;2-NITRO-P-FENILENEDIAMINA SULFATO;TINTURA DE CABELO
40999;2-NONILCROTONALDEÍDO;PERFUMAÇÃO
41000;2-NONYN-1-AL DIMETILACETAL;PERFUMAÇÃO
39394;2-O-CRESILETANOL;PERFUMAÇÃO
85189;ÁCIDO 2-O-ETIL ASCÓRBICO;CONDICIONAMENTO DA PELE
40524;2-OCTANOL;PERFUMAÇÃO
40526;2-OCTENAL;PERFUMAÇÃO
90243;2-OLEAMIDO-1,3,4-OCTADECATRIIL PROLINATO;ANTISEBORREICO, ANTI-SEBO, CONDICIONADOR CAPILAR, CONDICIONADOR PELE
31508;2-OLEAMIDO-1,3-OCTADECANEDIOL;CONDICIONAMENTO DA PELE
39396;2-P-CRESILETANOL;PERFUMAÇÃO
39404;2-P-CRESILOXIETIL ACETATO;PERFUMAÇÃO
40580;2-PENTANOL;PERFUMAÇÃO
40644;2-FENILPROPILPIRIDINA;PERFUMAÇÃO
40646;2-FENILPROPILTETRA-HIDROFURANO;PERFUMAÇÃO
40932;2-PROPANOL/TRIFLUORETO DE BORO/ETILIDENOBICICLEOHEPTENE;PERFUMAÇÃO
89230;2-PROPIL-5-CICLOHEXILPENTANOL;DESODORANTE, CONDICIONADOR DE PELE
39123;2-SEC-BUTILCICLOHEXANONA;PERFUMAÇÃO
74090;2-T-BUTILCICLOHEXIL ACETATO;FRAGRÂNCIA, PERFUMARIA
74091;2-T-BUTILCICLOHEXILOXIBUTANOL;FRAGRÂNCIA, PERFUMARIA
39152;2-TERC-BUTIL-4-METIL-CICLOHEXANOL ACETATO;PERFUMAÇÃO
39151;2-TERC-BUTIL-4-METILCICLOHEXANOL;PERFUMAÇÃO
39149;2-TERC-BUTIL-5-METILANISOL;PERFUMAÇÃO
39117;2-TERC-BUTIL-P-CRESOL;PERFUMAÇÃO
39120;2-TERC-BUTILCICLOHEXANOL;PERFUMAÇÃO
39125;2-TERC-BUTILCICLOHEXANONA;PERFUMAÇÃO
39130;2-TERC-BUTILCICLOHEXIL ETIL CARBONATO;PERFUMAÇÃO
39131;2-TERC-BUTILCICLOHEXIL PROPIONATO;PERFUMAÇÃO
39140;2-TERC-BUTIL-HIDROQUINONA METIL ÉTER;PERFUMAÇÃO
40900;2-TRANS, 6-CIS-NONADIENOL;PERFUMAÇÃO
40899;2-TRANS, 6-TRANS-NONADIENAL DIETIL ACETAL;PERFUMAÇÃO
40903;2-TRANS, 6-TRANS-NONADIENIL ACETATO;PERFUMAÇÃO
41265;2-INDECENÁRIO;PERFUMAÇÃO
41272;2-UNDECENENITRILA;PERFUMAÇÃO
41273;2-UNDECENOL;PERFUMAÇÃO
91926;3,3,5-TRIMETILCICLOHEXIL SUCCINATO DIMETILAMIDA;CONDICIONAMENTO DA PELE
39626;3,3-DIMETIL-1,5-DIOXASPIRO-UNDECANO;PERFUMAÇÃO
41709;ÁCIDO 3,4-DIAMINOBENZÓICO;TINTURA DE CABELO
39530;3,4-DIETOXIBENZALDEÍDO;PERFUMAÇÃO
39565;3,4-DI-HIDRO-5-METILNAFTALENONA;PERFUMAÇÃO
39566;3,4-DI-HIDRO-6-METILNAFTALENONA;PERFUMAÇÃO
39567;3,4-DI-HIDRO-7-METILNAFTALENONA;PERFUMAÇÃO
39568;3,4-DI-HIDRO-8-METILNAFTALENONA;PERFUMAÇÃO
54201;ÁCIDO 3,4-DI-HIDROXIBENZOICO;PROTEÇÃO DA PELE
96543;3,4-DI-HIDROXIBENZOIL DIPEPTÍDEO-49 AMIDA;UMECTANTE, CONDICIONADOR DA PELE, CONDICIONADOR DA PELE - EMOLIENTE, PROTETOR DA PELE
39622;3,4-DIMETILCICLOPENTANO-1,2-DIONA;PERFUMAÇÃO
31511;3,4-METILENODIOXIANILINA;TINTURA DE CABELO
85416;3,4-METILENODIOXIBENZIL METILSULFONA;ANTIOXIDANTE, BRANQUEADOR, CONDICIONADOR DA PELE
31512;3,4-METILENODIOXIFENOL;TINTURA DE CABELO
41183;3,5,6-TRIMETIL-3-CICLOHEXENO-1-CARBALDEÍDO;PERFUMAÇÃO
41203;3,5,6-TRIMETIL-3-CICLOHEXENIL-4-PENTEN-3-ONA;PERFUMAÇÃO
39535;3,5-DIETILDIMETILCICLOHEXENONA;PERFUMAÇÃO
39584;3,5-DIMETÓXITOLUENO;PERFUMAÇÃO
39606;3,5-DIMETIL CICLO-HEXENOCARBONITRILA;PERFUMAÇÃO
39603;3,5-DIMETIL-3-CICLOHEXENO-1-CARBALDEÍDO;PERFUMAÇÃO
39611;3,5-DIMETIL-3-CICLOHEXENO-1-METIL ACETATO;PERFUMAÇÃO
39609;3,5-DIMETILCICLOHEXENO-1-METANOL;PERFUMAÇÃO
39620;3,5-DIMETILCICLOHEXILMETIL ACETATO;PERFUMAÇÃO
39604;3,6-DIMETIL-3-CICLOHEXENO-1-CARBALDEÍDO;PERFUMAÇÃO
39652;3,6-DIMETIL-3-OCTANOL;PERFUMAÇÃO
39657;3,6-DIMETIL-3-OCTIL ACETATO;PERFUMAÇÃO
39257;3,6-DIMETIL-3-VINILHEPT-5-EN-2-OL;PERFUMAÇÃO
40901;3,6-NONADIENOL;PERFUMAÇÃO
39649;3,7-DIMETIL-3,6-OCTADIENAL;PERFUMAÇÃO
39650;3,7-DIMETIL-4,6-OCTADIEN-3-OL;PERFUMAÇÃO
39651;3,7-DIMETIL-OCTANENITRILA;PERFUMAÇÃO
40011;3-(2-FURIL)ACRILALDÉIDO;PERFUMAÇÃO
97370;3-(ACRILOILOXI)-2-HIDROXIPROPIL METACRILATO;NÃO RELATADO
39922;3-(O-ETILFENIL)-2,2-DIMETILPROPIONALDEÍDO;PERFUMAÇÃO
87453;3-(P-CUMENIL)-2-METILPROPIONALDEÍDO;PERFUMAÇÃO
41526;3-AMINO-2,4-DICLOROPENOL;TINTURA DE CABELO
41538;3-AMINO-2,4-DICLOROFENOL HCL;TINTURA DE CABELO
86795;3-AMINO-2,6-DIMETILFENOL;TINTURA DE CABELO
31513;ÁCIDO 3-AMINOPROPANO SULFÔNICO;SURFACTANTE - LIMPEZA, SURFACTANTE - HIDROTRÓPICO
91929;3-ASCORBIL CARBONILA DIPEPTÍDEO-17;CONDICIONAMENTO DA PELE
31514;3-BENZILIDENO CÂNFORA; ABSORVENTE UV
39108;3-BUTENIL FENIL CETONA;PERFUMAÇÃO
39155;3-BUTIL-4-METILFENILMETILCETONA;PERFUMAÇÃO
92281;3-BUTILGLICERIL ASCORBATO;UMECTANTE, CONDICIONADOR DA PELE
41311;3-CASCOS;PERFUMAÇÃO
88818;3-DECENOL;AROMATIZANTE
39800;3-DODECENAL;PERFUMAÇÃO
39803;3-DODECILDI-HIDROFURANONA;PERFUMAÇÃO
39819;3-ETOXI-1,1,5-TRIMETILCICLOHEXANO;PERFUMAÇÃO
39858;3-ETIL-2,4-DIOXASPIRO(5.5)UNDEC-8-ENO;PERFUMAÇÃO
39856;3-ETIL-2,5-DIMETILPIRAZINA;PERFUMAÇÃO
39876;3-ETIL-2-HIDROXI-4-METILCICLOPENTE-2-EN-1-ONA;PERFUMAÇÃO
39897;ÁCIDO 3-ETIL-2-METILNON-2-ENÓICO;PERFUMAÇÃO
39854;3-ETIL-3,7-DIMETILOCT-6-ENAL;PERFUMAÇÃO
31515;3-ETILAMINO-P-CRESOL SULFATO;CONDICIONAMENTO CAPILAR
39844;3-ETILCICLOPENTANO-1,2-DIONA;PERFUMAÇÃO
39866;3-ETILHEXAIDRO-3H-BENZOFURAN-2-ONA;PERFUMAÇÃO
94654;3-ETIL-HEXILGLICERIL ASCORBATO;ANTIOXIDANTE, HUMECTANTE
39918;3-ETILFENOL;PERFUMAÇÃO
39927;3-ETILPIRIDINA;PERFUMAÇÃO
87517;3-ASCORBATO DE GLICERILA;ANTIOXIDANTE, HUMECTANTE
40123;3-HEPTANOL;PERFUMAÇÃO
40127;3-HEPTENIL ISOBUTIRATO;PERFUMAÇÃO
40185;3-HEXENAL;PERFUMAÇÃO
31516;3-HEXENOL;FRAGRÂNCIA, PERFUMARIA, CONDICIONAMENTO DA PELE
40214;3-HEXENIL 2-METILBUTIRATO;PERFUMAÇÃO
40194;3-HEXENILA ACETATO;PERFUMAÇÃO
98722;3-HEXILOXICARBONIL-4,4'-DIAMINODIFENILAMINA HCL;TINTURA DE CABELO
95935;3-HIDROXI-2,2-DIMETILPROPIL HIDROXIPIVALATO;NÃO RELATADO
54202;ÁCIDO 3-HIDROXIBENZOICO;CONDICIONAMENTO DA PELE
93333; COPOLÍMERO DE 3-HIDROXIBUTIRATO/3-HIDROXI-HEXANOATO;ABRASIVO
93227; COPOLÍMERO DE 3-HIDROXIBUTIRATO/4-HIDROXIBUTIRATO;ABRASIVO, CONTROLE DE VISCOSIDADE
96793;ÁCIDO 3-HIDROXIBUTÍRICO; ANTI-SEBUM, HIDRATANTE, PLASTICIZANTE
39678;3-ISOPENTENOL;PERFUMAÇÃO
39680;3-ISOPENTENIL 2-ISOPENTENOATO;PERFUMAÇÃO
39679;3-ISOPENTENILA ACETATO;PERFUMAÇÃO
39681;ISOVALERATO DE 3-ISOPENTENILA;PERFUMAÇÃO
93160;3-LAURIL/TRIDECILGLICERIL ASCORBATO;ANTIOXIDANTE, HUMECTANTE, CONDICIONADOR DA PELE
93358;3-LAURILGLICERIL ASCORBATO;ANTIOXIDANTE, HUMECTANTE, CONDICIONADOR DA PELE
54203;3-METOXIBUTANOL;SOLVENTE
40781;3-METIL-1-FENIL-2-HEXENO 1,5-EPÓXIDO;PERFUMAÇÃO
40782;3-METIL-1-FENIL-3-HEXENO 1,5-EPÓXIDO;PERFUMAÇÃO
40745;3-METIL-3-OCTANOL;PERFUMAÇÃO
40750;3-METIL-3-OCTIL ACETATO;PERFUMAÇÃO
40819;3-METIL-4-(2,4,6-TRIMETIL-3-CICLOHEXENIL)-3-BUTEN-2-ONA;PERFUMAÇÃO
40820;3-METIL-4-(3,5,6-TRIMETIL-3-CICLOHEXENIL)-3-BUTEN-2-ONA;PERFUMAÇÃO
40823;3-METIL-5-(2,2,3-TRIMETIL-3-CICLOPENTENIL)METIL)CICLOHEXANOL;PERFUMAÇÃO
40825;3-METIL-5-(2,2,3-TRIMETIL-3-CICLOPENTENIL)PENT-3-EN-2-ONA;PERFUMAÇÃO
40824;3-METIL-5-(2,2,3-TRIMETIL-3-CICLOPENTENIL)PENT-4-EN-2-OL;PERFUMAÇÃO
40792;3-METIL-5-FENIL-2-PENTENONITRILA;PERFUMAÇÃO
40788;3-METIL-5-FENILPENTANONITRILA;PERFUMAÇÃO
40798;3-METIL-5-PROPIL-2-CICLOHEXENONA;PERFUMAÇÃO
40742;3-METIL-GAMA-OCTALACTONA;PERFUMAÇÃO
31517;3-METILAMINO-4-NITROFENOXIETANOL;TINTURA DE CABELO
40653;3-METILCICLOPENTADECANOL;PERFUMAÇÃO
40673;3-METILDODECANONITRILA;PERFUMAÇÃO
80806;3-METILNON-2-ENENITRILA;PERFUMAÇÃO
40766;3-METILPENTE-3-EN-2-ONA;PERFUMAÇÃO
40761;3-METILPENTANO-1-OL;PERFUMAÇÃO
40772;3-METILPENTIL ANGELATO;PERFUMAÇÃO
31518;3-NITRO-4-AMINOFENOXIETANOL;TINTURA DE CABELO
84990;3-NITRO-P-CRESOL;TINTURA DE CABELO
31519;3-NITRO-P-HIDROXIETILAMINOFENOL;TINTURA DE CABELO
85436;ÁCIDO 3-O-CETIL ASCÓRBICO;CONDICIONAMENTO DA PELE
89718;ÁCIDO 3-O-ETIL ASCÓRBICO;CONDICIONAMENTO DA PELE
40525;3-OCTANOL;PERFUMAÇÃO
40530;3-OCTIL ACETATO;PERFUMAÇÃO
39409;3-P-CUMENIL PROPIONALDEÍDO;PERFUMAÇÃO
40632;3-FENILBUTIRALDEÍDO;PERFUMAÇÃO
39148;3-TERC-BUTIL-2-METOXIPIRAZINA;PERFUMAÇÃO
39128;3-TERC-BUTILCICLOHEXIL ACETATO;PERFUMAÇÃO
92151;4'-METOXICALCONA;ANTIOXIDANTE, BRANQUEADOR, CONDICIONADOR DA PELE
31520;4,4'-DIAMINODIFENILAMINA;TINTURA DE CABELO
54205;4,4'-DIAMINODIFENILAMINA SULFATO;TINTURA DE CABELO
84605;4,4'-ISOPROPILIDENEDIFENOL;NÃO RELATADO
54206;4,4'-ISOPROPILIDENEDIFENOL/COPOLÍMERO DE EPICLOROIDRINA;FORMAÇÃO DE FILME
93510;4,4'-ISOPROPILIDENODIFENIL/EPICLOROIDRINA COPOLÍMERO DIACRILATO;CONDICIONAMENTO DAS UNHAS
41700;4,5-DIAMINO-1-((4-CLOROFENIL)METIL)-1H-PIRAZOL-SULFATO;TINTURA DE CABELO
41699;4,5-DIAMINO-1-METILPIRAZOL HCL;TINTURA DE CABELO
54207;4,6-BIS(2-HIDROXIETOXI)-M-FENILENEDIAMINA;TINTURA DE CABELO
31521;4,6-BIS(2-HIDROXIETOXI)-M-FENILENEDIAMINA HCL;TINTURA DE CABELO
39244;4,6-DIMETIL-PIRAN-2-ONA;PERFUMAÇÃO
39260;4,7-DIMETIL-4-VINILOC-6-EN-3-OL;PERFUMAÇÃO
39655;4,7-DIMETIL-6-OCTEN-3-ONA;PERFUMAÇÃO
39624;4,8-DIMETIL-4,9-DECADIENAL;PERFUMAÇÃO
92788;4-(2-BETA-GLUCOPIRANOSILOXI) PROPOXI-2-HIDROXIBENZOFENONA;ESTABILIZADOR DE LUZ, FILTRO UV
31522;4-AMINO-2-HIDROXITOLUENO;TINTURA DE CABELO
95462;4-AMINO-2-HIDROXITOLUENO SULFATO;TINTURA DE CABELO
31523;ÁCIDO 4-AMINO-2-NITRODIFENILAMINA-2'-CARBOXÍLICO;TINTURA DE CABELO
54208;4-AMINO-2-NITROFENOL;TINTURA DE CABELO
83124;ÁCIDO 4-AMINO-3-HIDROXIBUTÍRICO;CONDICIONAMENTO DA PELE
31524;4-AMINO-3-NITROFENOL;TINTURA DE CABELO
31525;4-AMINO-M-CRESOL;TINTURA DE CABELO
39156;4-BUTIL-5-METILTIAZOL;PERFUMAÇÃO
54209;4-BUTILRESORCINOL;ANTIOXIDANTE
41701;4-CLORO-2-AMINOFENOL;TINTURA DE CABELO
31526;4-CLORO-ORRESORCINOL;TINTURA DE CABELO
39570;4-DI-HIDROMETIL-2H-PIRAN-2-IL GUAIACOL;PERFUMAÇÃO
39642;4-DIMETILMETILENOCICLOHEXIL-BUTAN-2-ONA;PERFUMAÇÃO
54210;4-ETOXI-M-FENILENEDIAMINA;TINTURA DE CABELO
84568;4-ETOXI-M-FENILENEDIAMINA SULFATO;TINTURA DE CABELO
85191;4-ETOXIBENZALDEÍDO;FRAGRÂNCIA, PERFUMARIA
39937;4-ETIL-6-(2,6,6-TRIMETIL-2-CICLOHEXENIL)-2-HEXENO-1,4-DIOL CICLIZADO;PERFUMAÇÃO
39847;4-ETIL-ALFA,ALFA-DIMETIL-BENZENOPROPANONITRILA;PERFUMAÇÃO
39910;4-ETIL-GAMA-OCTALACTONA;PERFUMAÇÃO
39823;4-ETILACETOFENONA;PERFUMAÇÃO
39829;4-ETILBENZALDEÍDO;PERFUMAÇÃO
39864;4-ETILGUAIACOL;PERFUMAÇÃO
39907;ÁCIDO 4-ETILOCTÁ-2,4-DIENÓICO;PERFUMAÇÃO
39912;ÁCIDO 4-ETILOCTANÓICO;PERFUMAÇÃO
39919;4-ETILFENOL;PERFUMAÇÃO
98717;4-ETILRESORCINOL;ANTIMICROBIANO, TINTURA DE CABELO
54211;4-FLUORO-6-METIL-M-FENILENEDIAMINA SULFATO;TINTURA DE CABELO
54212;4-FORMIL-1-METILQUINOLÍNIO-P-TOLUENOSULFONATO;TINTURA DE CABELO
40001;4-FORMIL-2-METOXIFENIL ISOBUTIRATO;PERFUMAÇÃO
95040;4-FURANILETIL RESORCINOL;ANTIOXIDANTE, CONDICIONADOR DA PELE
98020;4-HIDROXI-2-METOXIBENZALDEÍDO;TINTURA DE CABELO
31527;ÁCIDO 4-HIDROXIBENZOICO;FRAGRÂNCIA, CONSERVANTE
95278;4-HIDROXIBUTIL ACRILATO;VINCULATIVO
41702;4-HIDROXIINDOL;TINTURA DE CABELO
31528;4-HIDROXIPROPILAMINO-3-NITROFENOL;TINTURA DE CABELO
89493;4-ISOBUTILRESORCINOL;ANTIOXIDANTE
41703;4-METOXITOLUENO-2,5-DIAMINA HCL;TINTURA DE CABELO
40753;4-METIL-1-OXASPIRO-4-UNDECANOL;PERFUMAÇÃO
40754;4-METIL-1-OXASPIROUNDECENO;PERFUMAÇÃO
40789;4-METIL-1-FENIL-2-PENTANOL;PERFUMAÇÃO
40791;4-METIL-2-FENIL-2-PENTENAL;PERFUMAÇÃO
40780;4-METIL-2-FENILETIL-1,3-DIOXOLANO;PERFUMAÇÃO
40660;4-METIL-3-DECEN-5-OL;PERFUMAÇÃO
40790;4-METIL-4-FENIL-2-PENTANONA;PERFUMAÇÃO
40683;4-METIL-7-GERANILOXICUMARINA;PERFUMAÇÃO
54214;4-METILBENZALDEÍDO;FRAGRÂNCIA
54215;4-METILBENZIL 4,5-DIAMINO PIRAZOL SULFATO;TINTURA DE CABELO
31529;4-METILBENZILIDENO CÂNFORA;ESTABILIZADOR DE LUZ, ABSORVENTE DE UV, FILTRO DE UV
40676;4-METILENO-2,6-EPOXIDECANO;PERFUMAÇÃO
40767;4-METILPENTE-3-EN-2-ONA;PERFUMAÇÃO
40762;4-METILPENTAN-2-OL;PERFUMAÇÃO
40760;4-METILPENTANO-2,3-DIONA;PERFUMAÇÃO
40805;4-METILQUINOLINA;PERFUMAÇÃO
40836;4-METILVINILCICLOHEXENO-1-METIL ACETATO;PERFUMAÇÃO
31531;4-NITRO-M-FENILENEDIAMINA;TINTURA DE CABELO
84674;4-NITRO-M-FENILENEDIAMINA SULFATO;TINTURA DE CABELO
31532;4-NITRO-O-FENILENEDIAMINA;TINTURA DE CABELO
54217;4-NITRO-O-FENILENEDIAMINA DIHIDROCLORIDRATO;TINTURA DE CABELO
31533;4-NITRO-O-FENILENEDIAMINA HCL;TINTURA DE CABELO
